04/12/11|168|3
04/19/11|169|3
04/26/11|170|3
05/03/11|171|3
05/10/11|172|3
05/17/11|173|3
05/24/11|174|4
05/31/11|175|4
06/07/11|176|4
06/14/11|177|4
06/21/11|178|4
06/28/11|179|4
07/05/11|180|4
07/12/11|181|4
07/19/11|182|4
07/26/11|183|4
08/02/11|184|4
08/09/11|185|4
08/16/11|186|4
08/23/11|187|4
08/30/11|188|4
09/06/11|189|4
09/13/11|190|4
09/20/11|191|4
09/27/11|192|4
10/04/11|193|4
10/11/11|194|4
10/18/11|195|4
10/25/11|196|4
11/01/11|197|4
11/08/11|198|4
11/15/11|199|4
11/22/11|200|4
11/29/11|201|4
12/06/11|202|4
12/13/11|203|4
12/20/11|204|4
12/27/11|205|4
01/03/12|205|5
01/10/12|206|5
01/17/12|207|5
01/24/12|208|5
01/31/12|209|5
02/07/12|210|5
02/14/12|211|5
02/21/12|212|5
02/28/12|213|5
03/06/12|214|5
03/13/12|215|5
03/20/12|216|5
03/27/12|217|5
04/03/12|218|5
04/10/12|219|5
04/17/12|220|5
04/24/12|221|5
05/01/12|222|5
05/08/12|223|5
05/15/12|224|5
05/22/12|225|5
05/29/12|226|5
06/05/12|227|5
06/12/12|228|5
06/19/12|229|5
06/26/12|230|5
07/03/12|231|5
07/10/12|232|5
07/17/12|233|5
07/24/12|234|5
07/31/12|235|5
08/07/12|236|5
08/14/12|237|5
08/21/12|238|5
08/28/12|239|5
09/04/12|240|5
09/11/12|241|5
09/18/12|242|5
09/25/12|243|5
10/02/12|244|5
10/09/12|245|5
10/16/12|246|5
10/23/12|247|5
10/30/12|248|5
11/06/12|249|5
11/13/12|250|5
11/20/12|251|5
11/27/12|252|5
12/04/12|253|5
12/11/12|254|5
12/18/12|255|5
12/25/12|256|5
01/01/13|256|6
01/08/13|257|6
01/15/13|258|6
01/22/13|259|6
01/29/13|260|6
02/05/13|261|6
02/12/13|262|6
02/19/13|263|6
02/26/13|264|6
03/05/13|265|6
03/12/13|266|6
03/19/13|267|6
03/26/13|268|6
04/02/13|269|6
04/09/13|270|6
04/16/13|271|6
04/23/13|272|6
04/30/13|273|6
05/07/13|274|6
05/14/13|275|6
05/21/13|276|6
05/28/13|277|6
06/04/13|278|6
06/11/13|279|6
06/18/13|280|6
06/25/13|281|6
07/02/13|282|6
07/09/13|283|6
07/16/13|284|6
07/23/13|285|6
07/30/13|286|6
08/06/13|287|6
08/13/13|288|6
08/20/13|289|6
08/27/13|290|6
09/03/13|291|6
09/10/13|292|6
09/17/13|293|6
09/24/13|294|6
10/01/13|295|6
10/08/13|296|6
10/15/13|297|6
10/22/13|298|6
10/29/13|299|6
11/05/13|300|6
11/12/13|301|6
11/19/13|302|6
11/26/13|303|6
12/03/13|304|6
12/10/13|305|6
12/17/13|306|6
12/24/13|307|6
12/31/13|308|6
01/07/14|308|7
01/14/14|309|7
01/21/14|310|7
01/28/14|311|7
02/04/14|312|7
02/11/14|313|7
02/18/14|314|7
02/25/14|315|7
03/04/14|316|7
03/11/14|317|7
03/18/14|318|7
03/25/14|319|7
04/01/14|320|7
04/08/14|321|7
04/15/14|322|7
04/22/14|323|7
04/29/14|324|7
05/06/14|325|7
05/13/14|326|7
05/20/14|327|7
05/27/14|328|7
06/03/14|329|7
06/10/14|330|7
06/17/14|331|7
06/24/14|332|7
07/01/14|333|7
07/08/14|334|7
07/15/14|335|7
07/22/14|336|7
07/29/14|337|7
08/05/14|338|7
08/12/14|339|7
08/19/14|340|7
08/26/14|341|7
09/02/14|342|7
09/09/14|343|7
09/16/14|344|7
09/23/14|345|7
09/30/14|346|7
10/07/14|347|7
10/14/14|348|7
10/21/14|349|7
10/28/14|350|7
11/04/14|351|7
11/11/14|352|7
11/18/14|353|7
11/25/14|354|7
12/02/14|355|7
12/09/14|356|7
12/16/14|357|7
12/23/14|358|7
12/30/14|359|7
01/06/15|359|8
01/13/15|360|8
01/20/15|361|8
01/27/15|362|8
02/03/15|363|8
02/10/15|364|8
02/17/15|365|8
02/24/15|366|8
03/03/15|367|8
03/10/15|368|8
03/17/15|369|8
03/24/15|370|8
03/31/15|371|8
04/07/15|372|8
04/14/15|373|8
04/21/15|374|8
04/28/15|375|8
05/05/15|376|8
05/12/15|377|8
05/19/15|378|8
05/26/15|379|8
06/02/15|380|8
06/09/15|381|8
06/16/15|382|8
06/23/15|383|8
06/30/15|384|8
07/07/15|385|8
07/14/15|386|8
07/21/15|387|8
07/28/15|388|8
08/04/15|389|8
08/11/15|390|8
08/18/15|391|8
08/25/15|392|8
09/01/15|393|8
09/08/15|394|8
09/15/15|395|8
09/22/15|396|8
09/29/15|397|8
10/06/15|398|8
10/13/15|399|8
10/20/15|400|8
10/27/15|401|8
11/03/15|402|8
11/10/15|403|8
11/17/15|404|8
11/24/15|405|8
12/01/15|406|8
12/08/15|407|8
12/15/15|408|8
12/22/15|409|8
12/29/15|410|8
